protein_id	fasta_headers	gene_symbols_or_id	MS1-L	MS2-L	MW1-L	MW2-L
P33174	>sp|P33174|KIF4_MOUSE Chromosome-associated kinesin KIF4 OS=Mus musculus OX=10090 GN=Kif4 PE=1 SV=3	KIF4	18.4001442785981	18.0886917043887	18.6363812221218	18.3442831446871
Q61768	>sp|Q61768|KINH_MOUSE Kinesin-1 heavy chain OS=Mus musculus OX=10090 GN=Kif5b PE=1 SV=3	KIF5B	19.6065067223056	19.6307919685067	19.6931929232219	19.7445027741599
P70188	>sp|P70188|KIFA3_MOUSE Kinesin-associated protein 3 OS=Mus musculus OX=10090 GN=Kifap3 PE=1 SV=1	KIFAP3	18.4259041535081	18.0308487925395	18.3208974102028	18.4643424802362
Q6ZPU9	>sp|Q6ZPU9|KBP_MOUSE KIF-binding protein OS=Mus musculus OX=10090 GN=Kifbp PE=1 SV=2	KIFBP	20.1021126024554	20.026350749622	20.2196263638959	20.3425937025646
Q9QWT9	>sp|Q9QWT9|KIFC1_MOUSE Kinesin-like protein KIFC1 OS=Mus musculus OX=10090 GN=Kifc1 PE=1 SV=2	KIFC1	18.0868639510299	17.791997280866	17.8307810230243	17.935969071299
Q8K339	>sp|Q8K339|KIN17_MOUSE DNA/RNA-binding protein KIN17 OS=Mus musculus OX=10090 GN=Kin PE=1 SV=1	KIN		18.0855369832883	18.6252791136024	18.259396398793
Q80W68	>sp|Q80W68|KIRR1_MOUSE Kin of IRRE-like protein 1 OS=Mus musculus OX=10090 GN=Kirrel1 PE=1 SV=1	KIRREL1	18.5336932085214	18.7073544778501	18.8530589937094	18.6715897054393
A0A5F8MPZ2;Q8CD76;Q7TNF4	>tr|A0A5F8MPZ2|A0A5F8MPZ2_MOUSE Isoform of O88447, Kinesin light chain OS=Mus musculus OX=10090 GN=Klc1 PE=1 SV=1;>tr|Q8CD76|Q8CD76_MOUSE Isoform of O88447, Kinesin light chain OS=Mus musculus OX=10090 GN=Klc1 PE=1 SV=1;>tr|Q7TNF4|Q7TNF4_MOUSE Isoform of O88447, Kinesin light chain OS=Mus musculus OX=10090 GN=Klc1 PE=1 SV=1	KLC1	18.7190038280051	18.6316670959817	18.9657221236911	19.0428716378145
D3YXZ3;Q91YS4	>tr|D3YXZ3|D3YXZ3_MOUSE Isoform of O88448, Kinesin light chain OS=Mus musculus OX=10090 GN=Klc2 PE=1 SV=1;>tr|Q91YS4|Q91YS4_MOUSE Isoform of O88448, Kinesin light chain OS=Mus musculus OX=10090 GN=Klc2 PE=1 SV=1	KLC2	18.6949514462298	18.7492515146616	18.8489642621241	18.9876916069797
Q9DBS5	>sp|Q9DBS5|KLC4_MOUSE Kinesin light chain 4 OS=Mus musculus OX=10090 GN=Klc4 PE=1 SV=1	KLC4	17.7302441334065	17.8996855389743	18.3701159490052	18.404059023699
Q921I2	>sp|Q921I2|KLDC4_MOUSE Kelch domain-containing protein 4 OS=Mus musculus OX=10090 GN=Klhdc4 PE=2 SV=2	KLHDC4	20.0769734304505	19.3488671726253	20.46001700485	20.0168757349285
Q9D783	>sp|Q9D783|KLH40_MOUSE Kelch-like protein 40 OS=Mus musculus OX=10090 GN=Klhl40 PE=1 SV=1	KLHL40	18.531272522979		19.2951709152827	20.3447616377881
A2AUC9	>sp|A2AUC9|KLH41_MOUSE Kelch-like protein 41 OS=Mus musculus OX=10090 GN=Klhl41 PE=1 SV=1	KLHL41	17.2325244851551		17.2292366064132	18.6047472205268
Q60960	>sp|Q60960|IMA5_MOUSE Importin subunit alpha-5 OS=Mus musculus OX=10090 GN=Kpna1 PE=1 SV=2	KPNA1	17.5821119906681	17.6930466389133	17.6899860363751	17.6768492948061
P52293	>sp|P52293|IMA1_MOUSE Importin subunit alpha-1 OS=Mus musculus OX=10090 GN=Kpna2 PE=1 SV=2	KPNA2	17.8927861643536	17.6080571595641	17.9442394386922	17.6953173291269
O35344	>sp|O35344|IMA4_MOUSE Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1	KPNA3	19.635793776331	19.2750724560969	19.6422873624634	19.3125130994888
O35343	>sp|O35343|IMA3_MOUSE Importin subunit alpha-3 OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=1	KPNA4	20.2095384597557	20.2037515781122	20.3693250430161	20.3320006290312
O35345	>sp|O35345|IMA7_MOUSE Importin subunit alpha-7 OS=Mus musculus OX=10090 GN=Kpna6 PE=1 SV=2	KPNA6	19.9798690747439	19.2280982998586	19.3808347876753	19.1401871892136
P70168	>sp|P70168|IMB1_MOUSE Importin subunit beta-1 OS=Mus musculus OX=10090 GN=Kpnb1 PE=1 SV=2	KPNB1	21.1378944436083	20.9589142088067	20.9793372203422	20.8647764961992
P32883	>sp|P32883|RASK_MOUSE GTPase KRas OS=Mus musculus OX=10090 GN=Kras PE=1 SV=1	KRAS	21.6223034156163	21.682720828776	21.7792420391395	21.8542751454733
Q99JT5	>sp|Q99JT5|KRCC1_MOUSE Lysine-rich coiled-coil protein 1 OS=Mus musculus OX=10090 GN=Krcc1 PE=2 SV=1	KRCC1	18.6344188560051	18.7324378744632	18.9363988526195	19.0593845350012
Q8VDQ9	>sp|Q8VDQ9|KRI1_MOUSE Protein KRI1 homolog OS=Mus musculus OX=10090 GN=Kri1 PE=1 SV=3	KRI1	19.1060591245562	18.966627607394	19.1971112636175	19.1999891107266
Q8BGA5	>sp|Q8BGA5|KRR1_MOUSE KRR1 small subunit processome component homolog OS=Mus musculus OX=10090 GN=Krr1 PE=2 SV=1	KRR1	18.6388444854697	18.7823420291402	18.5863231068888	18.6742273445062
P04104	>sp|P04104|K2C1_MOUSE Keratin, type II cytoskeletal 1 OS=Mus musculus OX=10090 GN=Krt1 PE=1 SV=4	KRT1	18.3152560005506	19.9292652496195	16.5361385590405	19.2216309737108
P02535	>sp|P02535|K1C10_MOUSE Keratin, type I cytoskeletal 10 OS=Mus musculus OX=10090 GN=Krt10 PE=1 SV=3	KRT10	19.0164782236542	20.0325402296569	18.7465028109362	20.6214088326227
Q3TTY5	>sp|Q3TTY5|K22E_MOUSE Keratin, type II cytoskeletal 2 epidermal OS=Mus musculus OX=10090 GN=Krt2 PE=1 SV=1	KRT2	19.8221880679066	18.638877152647		19.9770658692702
Q6IFX2	>sp|Q6IFX2|K1C42_MOUSE Keratin, type I cytoskeletal 42 OS=Mus musculus OX=10090 GN=Krt42 PE=1 SV=1	KRT42	18.1424563994539	19.8346097550609	18.2207069752554	20.9028324897954
Q922U2	>sp|Q922U2|K2C5_MOUSE Keratin, type II cytoskeletal 5 OS=Mus musculus OX=10090 GN=Krt5 PE=1 SV=1	KRT5	15.9162211092678	17.4557563516567	15.8396456161155	18.7015284625835
P50446	>sp|P50446|K2C6A_MOUSE Keratin, type II cytoskeletal 6A OS=Mus musculus OX=10090 GN=Krt6a PE=1 SV=3	KRT6A	22.4235937145211		21.6720834843202	22.2976897770309
Q3UV17	>sp|Q3UV17|K22O_MOUSE Keratin, type II cytoskeletal 2 oral OS=Mus musculus OX=10090 GN=Krt76 PE=1 SV=1	KRT76	17.4419637429797	19.7053126497454	17.2702096914667	19.5295966233505
E9Q0F0	>tr|E9Q0F0|E9Q0F0_MOUSE Keratin 78 OS=Mus musculus OX=10090 GN=Krt78 PE=1 SV=1	KRT78	21.3634470978218	22.8315980916757	21.0904957387742	22.060584335361
Q61097	>sp|Q61097|KSR1_MOUSE Kinase suppressor of Ras 1 OS=Mus musculus OX=10090 GN=Ksr1 PE=1 SV=1	KSR1	18.054508608421	18.3059936963272	18.2363844345947	18.4476092739939
Q9D1R2	>sp|Q9D1R2|KTI12_MOUSE Protein KTI12 homolog OS=Mus musculus OX=10090 GN=Kti12 PE=1 SV=1	KTI12	17.1406822046973	18.2266324928803	16.7579433025981	16.9727303176668
A0A087WP85;A0A087WPX0;A0A087WQQ5;F8VQC7	>tr|A0A087WP85|A0A087WP85_MOUSE Isoform of Q61595, Kinectin 1 OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1;>tr|A0A087WPX0|A0A087WPX0_MOUSE Isoform of Q61595, Kinectin 1 OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1;>tr|A0A087WQQ5|A0A087WQQ5_MOUSE Isoform of Q61595, Kinectin 1 OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1;>tr|F8VQC7|F8VQC7_MOUSE Isoform of Q61595, Kinectin 1 OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1	KTN1	18.6174968342285	18.8018297870006	18.8631043821273	18.8407363157493
E9QNP0	>tr|E9QNP0|E9QNP0_MOUSE Isoform of Q80XH1, KxDL motif-containing protein 1 OS=Mus musculus OX=10090 GN=Kxd1 PE=1 SV=1	KXD1	19.7829840596689	20.0566122311613	19.8593638955542	20.1436923363043
Q91YP0	>sp|Q91YP0|L2HDH_MOUSE L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=L2hgdh PE=1 SV=1	L2HGDH	17.6620714435265	17.5760587575831	17.9224652915972	17.9614188211113
Q9CXA2	>sp|Q9CXA2|T3HPD_MOUSE Trans-L-3-hydroxyproline dehydratase OS=Mus musculus OX=10090 GN=L3hypdh PE=1 SV=1	L3HYPDH	19.4773532234248	19.1176507424147	19.1727395548294	19.1083571342101
Q99KR3	>sp|Q99KR3|LACB2_MOUSE Endoribonuclease LACTB2 OS=Mus musculus OX=10090 GN=Lactb2 PE=1 SV=1	LACTB2	19.0536132983741	19.1995418364023	18.7929823826262	19.1421413120616
Q9CR70	>sp|Q9CR70|LAGE3_MOUSE EKC/KEOPS complex subunit Lage3 OS=Mus musculus OX=10090 GN=Lage3 PE=2 SV=1	LAGE3	18.7466439882595	18.8378946051707	18.4600700932922	18.7541193054392
P97927	>sp|P97927|LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2	LAMA4	18.6157515431446	18.5520904965577	18.4898000031774	18.8542763369913
P02469	>sp|P02469|LAMB1_MOUSE Laminin subunit beta-1 OS=Mus musculus OX=10090 GN=Lamb1 PE=1 SV=3	LAMB1	19.0508212962089	19.1644563652756	19.0088975149115	19.0895724137577
Q61292	>sp|Q61292|LAMB2_MOUSE Laminin subunit beta-2 OS=Mus musculus OX=10090 GN=Lamb2 PE=1 SV=2	LAMB2	18.8505534772679	18.671604609339	18.7975179012047	18.775529981595
F8VQJ3	>tr|F8VQJ3|F8VQJ3_MOUSE Isoform of P02468, Laminin, gamma 1 OS=Mus musculus OX=10090 GN=Lamc1 PE=1 SV=1	LAMC1	18.9831542489855	19.1201684107582	19.0157673940755	19.1855965742498
P11438	>sp|P11438|LAMP1_MOUSE Lysosome-associated membrane glycoprotein 1 OS=Mus musculus OX=10090 GN=Lamp1 PE=1 SV=2	LAMP1	18.1961404704225	18.0358746534491	17.6638428114631	18.0961459713844
P17047	>sp|P17047|LAMP2_MOUSE Lysosome-associated membrane glycoprotein 2 OS=Mus musculus OX=10090 GN=Lamp2 PE=1 SV=2	LAMP2	21.0084762048817	20.5214094799201	20.4300247188058	20.7772197645997
Q9CQ22	>sp|Q9CQ22|LTOR1_MOUSE Ragulator complex protein LAMTOR1 OS=Mus musculus OX=10090 GN=Lamtor1 PE=1 SV=1	LAMTOR1	19.197105018208	19.2294904941321	19.3490273378965	19.4130950927135
Q9JHS3	>sp|Q9JHS3|LTOR2_MOUSE Ragulator complex protein LAMTOR2 OS=Mus musculus OX=10090 GN=Lamtor2 PE=1 SV=1	LAMTOR2	19.3864943806566	20.0576078851973	19.4692771597865	19.7049072942459
Q8CF66	>sp|Q8CF66|LTOR4_MOUSE Ragulator complex protein LAMTOR4 OS=Mus musculus OX=10090 GN=Lamtor4 PE=1 SV=2	LAMTOR4	21.3098951034996	21.8058171540214	21.3212562288075	21.9280104054069
Q9D1L9	>sp|Q9D1L9|LTOR5_MOUSE Ragulator complex protein LAMTOR5 OS=Mus musculus OX=10090 GN=Lamtor5 PE=1 SV=1	LAMTOR5	21.042112098803	21.0319442598476	21.0937234964376	21.2629315881564
O89112	>sp|O89112|LANC1_MOUSE Glutathione S-transferase LANCL1 OS=Mus musculus OX=10090 GN=Lancl1 PE=1 SV=1	LANCL1	19.1828782533334	18.9940409630899	19.0059102418511	19.1168553689422
Q9CPY7	>sp|Q9CPY7|AMPL_MOUSE Cytosol aminopeptidase OS=Mus musculus OX=10090 GN=Lap3 PE=1 SV=3	LAP3	19.915086285941	20.0533508445011	19.8851280307811	19.8502518232136
Q6ZQ58	>sp|Q6ZQ58|LARP1_MOUSE La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3	LARP1	19.1585637619513	19.1218561659994	19.3238339168607	19.2777729505907
Q8BWW4	>sp|Q8BWW4|LARP4_MOUSE La-related protein 4 OS=Mus musculus OX=10090 GN=Larp4 PE=1 SV=2	LARP4	19.7549693511145	19.8484705997839	20.1249161915453	20.0285148271847
Q6A0A2	>sp|Q6A0A2|LAR4B_MOUSE La-related protein 4B OS=Mus musculus OX=10090 GN=Larp4b PE=1 SV=2	LARP4B	18.4413010609646	18.6356205014391	18.533753111489	18.6964043813287
Q05CL8	>sp|Q05CL8|LARP7_MOUSE La-related protein 7 OS=Mus musculus OX=10090 GN=Larp7 PE=1 SV=2	LARP7	18.030548790359	18.3312440626003	18.4974996100897	18.1259527812921
Q8BMJ2	>sp|Q8BMJ2|SYLC_MOUSE Leucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Lars1 PE=1 SV=2	LARS1	20.3720975602286	20.113253974385	20.2319327185565	20.0324442480574
Q8VDC0	>sp|Q8VDC0|SYLM_MOUSE Probable leucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Lars2 PE=1 SV=1	LARS2	19.5146863408592	19.7757786203899	19.4750986030172	19.0087186946211
A2BE28	>sp|A2BE28|LAS1L_MOUSE Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1	LAS1L	16.4382005023453	16.1203974752747	16.6277075951592	16.4639669407606
Q61792	>sp|Q61792|LASP1_MOUSE LIM and SH3 domain protein 1 OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1	LASP1	20.4744725261346	20.6626802972146	20.5955920902716	20.5411546720912
Q9CX60	>sp|Q9CX60|LBH_MOUSE Protein LBH OS=Mus musculus OX=10090 GN=Lbh PE=1 SV=1	LBH	19.2829506211055	19.3122594846609		19.2055156381984
Q3U9G9	>sp|Q3U9G9|LBR_MOUSE Delta(14)-sterol reductase LBR OS=Mus musculus OX=10090 GN=Lbr PE=1 SV=2	LBR	19.6294171154886	19.4737925446219	19.4041672278811	19.436857687773
Q3UN02	>sp|Q3UN02|LCLT1_MOUSE Lysocardiolipin acyltransferase 1 OS=Mus musculus OX=10090 GN=Lclat1 PE=1 SV=2	LCLAT1	19.7088359011781	19.3707883390252	19.520542187709	19.3031712428443
A0A0U1RNF2;A2RTH5	>tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE Isoform of A2RTH5, Leucine carboxyl methyltransferase 1 OS=Mus musculus OX=10090 GN=Lcmt1 PE=1 SV=1;>tr|A2RTH5|A2RTH5_MOUSE Leucine carboxyl methyltransferase 1 OS=Mus musculus OX=10090 GN=Lcmt1 PE=1 SV=1	LCMT1	20.3542248272183	19.7317240686654	18.7660076700838	19.1515521037581
Q61233	>sp|Q61233|PLSL_MOUSE Plastin-2 OS=Mus musculus OX=10090 GN=Lcp1 PE=1 SV=4	LCP1	19.3405714965757	18.802576934088	18.5407979764728	19.0471644420669
P70662	>sp|P70662|LDB1_MOUSE LIM domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ldb1 PE=1 SV=2	LDB1	18.0436933821903	17.7244975910818	18.3587345904604	18.0518560256592
E9PYJ9	>tr|E9PYJ9|E9PYJ9_MOUSE Isoform of Q9JKS4, LIM domain binding 3 OS=Mus musculus OX=10090 GN=Ldb3 PE=1 SV=1	LDB3	18.1125187027399	18.7809592373683	19.2278039846307	20.370685955624
P06151	>sp|P06151|LDHA_MOUSE L-lactate dehydrogenase A chain OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=3	LDHA	21.4583941712504	21.4836037654967	21.2201549465859	21.3089073887724
P16125	>sp|P16125|LDHB_MOUSE L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2	LDHB	18.7365496448784	18.8788937101124	18.5781167165698	18.5454878875649
P35951	>sp|P35951|LDLR_MOUSE Low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Ldlr PE=1 SV=2	LDLR	17.0301456862288	16.6995153116689	16.3014132258139	16.8217912877056
P27782;Q924A0;Q00417	>sp|P27782|LEF1_MOUSE Lymphoid enhancer-binding factor 1 OS=Mus musculus OX=10090 GN=Lef1 PE=1 SV=1;>sp|Q924A0|TF7L2_MOUSE Transcription factor 7-like 2 OS=Mus musculus OX=10090 GN=Tcf7l2 PE=1 SV=2;>sp|Q00417|TCF7_MOUSE Transcription factor 7 OS=Mus musculus OX=10090 GN=Tcf7 PE=1 SV=2	LEF1;TCF7L2;TCF7	18.7166297627658	19.0478867462321	18.5642019624622	18.7101404616643
Q6DVA0	>sp|Q6DVA0|LEMD2_MOUSE LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Lemd2 PE=1 SV=1	LEMD2	19.7083144553328	19.6481804615599	19.6931459574615	19.8917061159562
Q9WU40	>sp|Q9WU40|MAN1_MOUSE Inner nuclear membrane protein Man1 OS=Mus musculus OX=10090 GN=Lemd3 PE=1 SV=2	LEMD3	18.1550573371712	18.1259967087135	18.1757631103402	18.2712797731748
Q5XJE5	>sp|Q5XJE5|LEO1_MOUSE RNA polymerase-associated protein LEO1 OS=Mus musculus OX=10090 GN=Leo1 PE=1 SV=2	LEO1		17.9311705301521		17.6489285258685
Q9Z2I0	>sp|Q9Z2I0|LETM1_MOUSE Mitochondrial proton/calcium exchanger protein OS=Mus musculus OX=10090 GN=Letm1 PE=1 SV=1	LETM1	18.588938235586	19.2643516742306	19.0966477612523	18.4959718374364
P16045	>sp|P16045|LEG1_MOUSE Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3	LGALS1	23.1950908654009	23.1774668434452	23.2057413038058	23.3346615438728
P16110	>sp|P16110|LEG3_MOUSE Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3	LGALS3	20.5465305926759	20.5897278259491	20.5100441040613	20.909159582027
Q07797	>sp|Q07797|LG3BP_MOUSE Galectin-3-binding protein OS=Mus musculus OX=10090 GN=Lgals3bp PE=1 SV=1	LGALS3BP	20.1110105702276	20.3459519140056	20.2552246343283	20.511895396987
Q9JL15	>sp|Q9JL15|LEG8_MOUSE Galectin-8 OS=Mus musculus OX=10090 GN=Lgals8 PE=1 SV=1	LGALS8	18.5212135726902	18.9901993726779	18.1023370011706	18.580099951396
O08573	>sp|O08573|LEG9_MOUSE Galectin-9 OS=Mus musculus OX=10090 GN=Lgals9 PE=1 SV=1	LGALS9	18.8504592620979	18.6938634967939	17.8463344315738	17.9799116201723
Q8VED9	>sp|Q8VED9|LEGL_MOUSE Galectin-related protein OS=Mus musculus OX=10090 GN=Lgalsl PE=1 SV=1	LGALSL	18.6939836279173	19.0269326334086	18.4803259626727	19.2951180518859
O89017	>sp|O89017|LGMN_MOUSE Legumain OS=Mus musculus OX=10090 GN=Lgmn PE=1 SV=1	LGMN	18.3278162837099	18.6863654513526	18.6544192626779	18.6537524190624
A2ARI4	>sp|A2ARI4|LGR4_MOUSE Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Mus musculus OX=10090 GN=Lgr4 PE=1 SV=1	LGR4	18.7734450093565	18.740528132242	18.9551284377244	19.3333072658611
Q99M04	>sp|Q99M04|LIAS_MOUSE Lipoyl synthase, mitochondrial OS=Mus musculus OX=10090 GN=Lias PE=1 SV=1	LIAS	17.8780544808567	17.9850110177348	18.0504701826827	18.3113267602035
P42703	>sp|P42703|LIFR_MOUSE Leukemia inhibitory factor receptor OS=Mus musculus OX=10090 GN=Lifr PE=1 SV=1	LIFR	17.6009065084671	17.447249597644	17.1740064839778	18.0532814763409
P37913	>sp|P37913|DNLI1_MOUSE DNA ligase 1 OS=Mus musculus OX=10090 GN=Lig1 PE=1 SV=2	LIG1	17.7158948957745	17.7668707840129	17.8972437219264	17.8475602001508
P97386	>sp|P97386|DNLI3_MOUSE DNA ligase 3 OS=Mus musculus OX=10090 GN=Lig3 PE=1 SV=2	LIG3	18.8801768176561	18.9380814054498	19.12378146464	18.9058261901988
Q9ERG0	>sp|Q9ERG0|LIMA1_MOUSE LIM domain and actin-binding protein 1 OS=Mus musculus OX=10090 GN=Lima1 PE=1 SV=3	LIMA1	20.342914049688	20.4119058513724	20.5222584265722	20.5614968792408
Q3UH68	>sp|Q3UH68|LIMC1_MOUSE LIM and calponin homology domains-containing protein 1 OS=Mus musculus OX=10090 GN=Limch1 PE=1 SV=2	LIMCH1	18.0942702550509	17.6971572255413	18.469089101823	18.6717151175049
Q9QXD8	>sp|Q9QXD8|LIMD1_MOUSE LIM domain-containing protein 1 OS=Mus musculus OX=10090 GN=Limd1 PE=1 SV=2	LIMD1	17.9296679126727	18.2224990175886	18.5001176632289	18.0039122649287
Q8BGB5	>sp|Q8BGB5|LIMD2_MOUSE LIM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Limd2 PE=1 SV=1	LIMD2	18.876887658048	18.5800803513714	18.011187962786	18.9120676859099
Q99JW4	>sp|Q99JW4|LIMS1_MOUSE LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus OX=10090 GN=Lims1 PE=1 SV=3	LIMS1	18.9364467519196	19.1302433732753	18.8930191622258	18.74591503294
Q91XD2	>sp|Q91XD2|LIMS2_MOUSE LIM and senescent cell antigen-like-containing domain protein 2 OS=Mus musculus OX=10090 GN=Lims2 PE=1 SV=1	LIMS2	19.0764438324488	19.3254005590159	19.2845727006237	19.3650909008273
Q571G4	>sp|Q571G4|LIN54_MOUSE Protein lin-54 homolog OS=Mus musculus OX=10090 GN=Lin54 PE=2 SV=2	LIN54		18.3891911002963		18.6166286413413
O88952	>sp|O88952|LIN7C_MOUSE Protein lin-7 homolog C OS=Mus musculus OX=10090 GN=Lin7c PE=1 SV=2	LIN7C	19.4405673832372	19.6578672781137	19.6648341346596	19.7403461696674
F6RR30	>tr|F6RR30|F6RR30_MOUSE Lipase OS=Mus musculus OX=10090 GN=Lipo4 PE=3 SV=2	LIPO4	19.3167289125713	19.8587761844526	20.2021596692839	19.3909290421481
Q8BQ89	>sp|Q8BQ89|LIX1L_MOUSE LIX1-like protein OS=Mus musculus OX=10090 GN=Lix1l PE=2 SV=2	LIX1L	19.127938901465	18.9830534158813	19.1162948290313	19.0101361652106
Q80Y17	>sp|Q80Y17|L2GL1_MOUSE Lethal(2) giant larvae protein homolog 1 OS=Mus musculus OX=10090 GN=Llgl1 PE=1 SV=1	LLGL1	18.6218929279249	18.4398734497285	18.6271417254283	18.3357444915242
Q9D945	>sp|Q9D945|LLPH_MOUSE Protein LLP homolog OS=Mus musculus OX=10090 GN=Llph PE=1 SV=1	LLPH	18.6292843712825	18.8740639268376	18.9979609553388	18.6971592108735
Q9D0F3	>sp|Q9D0F3|LMAN1_MOUSE Protein ERGIC-53 OS=Mus musculus OX=10090 GN=Lman1 PE=1 SV=1	LMAN1	20.5215715553926	20.2724377668924	20.1882212598606	20.2383723382193
Q9DBH5	>sp|Q9DBH5|LMAN2_MOUSE Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2	LMAN2	18.9001487479313	18.4579154787222	18.1549306143869	18.258402585191
Q8VEE1	>sp|Q8VEE1|LMCD1_MOUSE LIM and cysteine-rich domains protein 1 OS=Mus musculus OX=10090 GN=Lmcd1 PE=1 SV=1	LMCD1	18.9441694056015	18.9322522168751	19.09094905905	19.1891423881351
Q8C3X8	>sp|Q8C3X8|LMF2_MOUSE Lipase maturation factor 2 OS=Mus musculus OX=10090 GN=Lmf2 PE=1 SV=1	LMF2	18.9594949217912	19.2692732035317	19.2526518444691	19.0878598257178
P48678	>sp|P48678|LMNA_MOUSE Prelamin-A/C OS=Mus musculus OX=10090 GN=Lmna PE=1 SV=2	LMNA	21.1374134179461	21.2705263484491	21.266877492576	21.2061198650161
P14733	>sp|P14733|LMNB1_MOUSE Lamin-B1 OS=Mus musculus OX=10090 GN=Lmnb1 PE=1 SV=3	LMNB1	19.5172977884153	19.5421133783859	19.5670156501427	19.5878890949745
P21619	>sp|P21619|LMNB2_MOUSE Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=2	LMNB2	18.8081959901987	18.713679536391	18.8436943773876	19.3639354280533
P61969	>sp|P61969|LMO4_MOUSE LIM domain transcription factor LMO4 OS=Mus musculus OX=10090 GN=Lmo4 PE=1 SV=1	LMO4	18.1414376979624	18.0276975664278	18.2083809693831	18.5995088748467
F6VG99	>tr|F6VG99|F6VG99_MOUSE Isoform of A0AAQ4VMW3, LIM domain only 7 (Fragment) OS=Mus musculus OX=10090 GN=Lmo7 PE=1 SV=1	LMO7	18.7558128900811	18.9859214839848	19.3811868277143	19.4697452615162
Q8BVA4	>sp|Q8BVA4|LMOD1_MOUSE Leiomodin-1 OS=Mus musculus OX=10090 GN=Lmod1 PE=1 SV=1	LMOD1	19.1505487661486	19.4801563850296	18.9379380660416	18.551625679042
E9QA62	>sp|E9QA62|LMOD3_MOUSE Leiomodin-3 OS=Mus musculus OX=10090 GN=Lmod3 PE=1 SV=1	LMOD3	18.1057626822626		18.8460799584456	19.7367119181901
Q8C129	>sp|Q8C129|LCAP_MOUSE Leucyl-cystinyl aminopeptidase OS=Mus musculus OX=10090 GN=Lnpep PE=1 SV=1	LNPEP	18.8662401733849	18.6007678393716	18.8347758813014	18.7696144827448
Q7TQ95	>sp|Q7TQ95|LNP_MOUSE Endoplasmic reticulum junction formation protein lunapark OS=Mus musculus OX=10090 GN=Lnpk PE=1 SV=1	LNPK	18.438452096746	18.6545393618078	18.4469841978371	18.6733042336139
Q91XL2	>sp|Q91XL2|LNX2_MOUSE Ligand of Numb protein X 2 OS=Mus musculus OX=10090 GN=Lnx2 PE=1 SV=2	LNX2	18.4483103967566		18.4187234193992	18.748297598843
Q8CGK3	>sp|Q8CGK3|LONM_MOUSE Lon protease homolog, mitochondrial OS=Mus musculus OX=10090 GN=Lonp1 PE=1 SV=2	LONP1	20.0198908320542	19.507673923473	19.6689780592442	19.5934591364943
P28301	>sp|P28301|LYOX_MOUSE Protein-lysine 6-oxidase OS=Mus musculus OX=10090 GN=Lox PE=1 SV=1	LOX	20.6396678118574	21.04325037306	20.6094072357932	20.5477313254365
P97873	>sp|P97873|LOXL1_MOUSE Lysyl oxidase homolog 1 OS=Mus musculus OX=10090 GN=Loxl1 PE=1 SV=3	LOXL1	19.5329184325033	19.3677184428769	19.4001988922668	19.4978183418212
P58022	>sp|P58022|LOXL2_MOUSE Lysyl oxidase homolog 2 OS=Mus musculus OX=10090 GN=Loxl2 PE=1 SV=2	LOXL2	17.575821734725	17.9676811242092	17.719289222286	17.3645052073802
Q9Z175	>sp|Q9Z175|LOXL3_MOUSE Lysyl oxidase homolog 3 OS=Mus musculus OX=10090 GN=Loxl3 PE=1 SV=2	LOXL3	18.7751271756196	19.1405285520649	18.6304768552517	18.7052664311491
P11152	>sp|P11152|LIPL_MOUSE Lipoprotein lipase OS=Mus musculus OX=10090 GN=Lpl PE=1 SV=3	LPL	19.0626191783968	19.4636351422662	18.4823467368592	19.1986447079025
